Team ID,Team name,Player ID,Player name
401,AaB,13737,Rasmus Würtz
401,AaB,48597,Kasper Risgård
401,AaB,48601,Patrick Kristensen
401,AaB,79462,Jakob Ahlmann
401,AaB,80502,Jores Okore
401,AaB,84500,Kasper Kusk
401,AaB,116697,Jakob Blåbjerg
401,AaB,155453,Kasper Pedersen
401,AaB,157665,Filip Lesniak
401,AaB,165923,Kristoffer Pallesen
401,AaB,182413,Jacob Rinne
401,AaB,185442,Edison Flores
401,AaB,192161,Frederik Børsting
401,AaB,193755,Marco Ramkilde
401,AaB,196705,Robert Kakeeto
401,AaB,201068,Jannik Pohl
401,AaB,213602,Oliver Abildgaard
401,AaB,218300,Pavol Safranko
401,AaB,226975,Wessam Abou Ali
401,AaB,229217,Rasmus Thellufsen
401,AaB,229218,Magnus Christensen
401,AaB,229221,Bardhec Bytyqi
401,AaB,429031,Michael Lansing
401,AaB,429032,Nikolaj Lyngø
