Team ID,Team name,Player ID,Player name
569,FC København,14190,Stephan Andersen
569,FC København,27261,William Kvist
569,FC København,48337,Dame N'Doye
569,FC København,48469,Pierre Bengtsson
569,FC København,76001,Rasmus Falk
569,FC København,76507,Nicolaj Thomsen
569,FC København,80398,Nicolai Boilesen
569,FC København,81185,Ján Gregus
569,FC København,82830,Peter Ankersen
569,FC København,84359,Zeca
569,FC København,85028,Bashkim Kadrii
569,FC København,88022,Pieros Sotiriou
569,FC København,101999,Youssef Toutouh
569,FC København,102420,Erik Johansson
569,FC København,111319,Jesse Joronen
569,FC København,111782,Robin Olsen
569,FC København,123125,Viktor Fischer
569,FC København,143744,Michael Lüftner
569,FC København,162037,Robert Skov
569,FC København,164266,Denis Vavro
569,FC København,173252,Aboubakar Keita
569,FC København,194625,Kenan Kodro
569,FC København,226956,Mads Roerslev
569,FC København,226967,Carlo Holse
569,FC København,226973,Jonas Wind
