Team ID,Team name,Player ID,Player name
2592,FC Nordsjælland,45097,Mikkel Rygaard
2592,FC Nordsjælland,61963,Mohammed Fellah
2592,FC Nordsjælland,84490,Nicolai Larsen
2592,FC Nordsjælland,116187,Godsway Donyoh
2592,FC Nordsjælland,119380,Nigel Bertrams
2592,FC Nordsjælland,155521,Patrick da Silva
2592,FC Nordsjælland,160212,Mads Aaquist
2592,FC Nordsjælland,184269,Mathias Rasmussen
2592,FC Nordsjælland,207280,Mads Pedersen
2592,FC Nordsjælland,207283,Mathias Jensen
2592,FC Nordsjælland,208695,Karlo Bartolec
2592,FC Nordsjælland,213398,Ulrik Yttergård Jenssen
2592,FC Nordsjælland,216557,Peter Vindahl Jensen
2592,FC Nordsjælland,223842,Andreas Skovgaard
2592,FC Nordsjælland,223843,Viktor Tranberg
2592,FC Nordsjælland,226521,Emil Damgaard
2592,FC Nordsjælland,232016,Abdul Mumin
2592,FC Nordsjælland,232017,Jakob Johansson
2592,FC Nordsjælland,232018,Victor Nelsson
2592,FC Nordsjælland,248479,Magnus Kofod Andersen
2592,FC Nordsjælland,249864,Martin Frese
2592,FC Nordsjælland,430368,Andreas Skov Olsen
2592,FC Nordsjælland,431799,Nikolai Baden
2592,FC Nordsjælland,433463,Benjamin Hansen
2592,FC Nordsjælland,438251,Ibrahim Sadiq
2592,FC Nordsjælland,440088,Jonathan Amon
2592,FC Nordsjælland,440089,Mikkel Damsgaard
2592,FC Nordsjælland,445731,Nicklas Strunck
2592,FC Nordsjælland,449897,Jacob Christensen
2592,FC Nordsjælland,455371,Clinton Antwi
