Team ID,Team name,Player ID,Player name
4802,Hobro IK,41086,Jonas Brix-Damborg
4802,Hobro IK,48723,Danny Olsen
4802,Hobro IK,51658,Jesper Rask
4802,Hobro IK,55690,Yaw-Ihle Amankwah
4802,Hobro IK,79921,Jesper Bøge
4802,Hobro IK,90125,Jacob Tjørnelund
4802,Hobro IK,102010,Nicholas Gotfredsen
4802,Hobro IK,116717,Frans Dhia Putros
4802,Hobro IK,118239,Pål Alexander Kirkevold
4802,Hobro IK,171158,Edgar Babayan
4802,Hobro IK,192158,Martin Mikkelsen
4802,Hobro IK,210069,Mikkel M. Pedersen
4802,Hobro IK,225006,Julian Kristoffersen
4802,Hobro IK,229219,Sebastian Grønning
4802,Hobro IK,241521,Emmanuel Sabbi
4802,Hobro IK,424528,Rasmus Minor Petersen
4802,Hobro IK,424535,Vito Hammershøj-Mistrati
4802,Hobro IK,429772,Honoré Kalala
4802,Hobro IK,429773,Mathias Haarup
4802,Hobro IK,429775,Adrian Kappenberger
4802,Hobro IK,438708,Alexander Molberg
4802,Hobro IK,443217,Alexander Baun
