Team ID,Team name,Player ID,Player name
2450,Vejle Boldklub,4515,Allan Gaarde
2450,Vejle Boldklub,12267,Sammy Youssouf
2450,Vejle Boldklub,13629,Alex Nørlund
2450,Vejle Boldklub,13703,Kim Olsen
2450,Vejle Boldklub,13763,Brian Pedersen
2450,Vejle Boldklub,13772,Martin Borre
2450,Vejle Boldklub,13795,Søren Pallesen
2450,Vejle Boldklub,13836,Jimmy Klitland
2450,Vejle Boldklub,27643,Eduardo Delani
2450,Vejle Boldklub,52007,Simon Nagel
2450,Vejle Boldklub,52541,Jesper Olesen
2450,Vejle Boldklub,52551,Suguru Hashimoto
2450,Vejle Boldklub,52640,Sedin Alic
2450,Vejle Boldklub,54457,Wassim El Banna
2450,Vejle Boldklub,58828,Jonas Halling
2450,Vejle Boldklub,60457,Mikael Rynell
2450,Vejle Boldklub,61829,Per Bjornsholm
2450,Vejle Boldklub,66912,Nicolaj Madsen
2450,Vejle Boldklub,67078,Martin Svensson
2450,Vejle Boldklub,83259,Henrik Andersen
2450,Vejle Boldklub,85674,Morten Koch Nielsen
2450,Vejle Boldklub,112303,Daniel Norouzi
2450,Vejle Boldklub,113603,Johannes Madsen
2450,Vejle Boldklub,162345,Hakan Redzep
2450,Vejle Boldklub,215101,Emmerson
2450,Vejle Boldklub,227386,Ylber Ramadani
2450,Vejle Boldklub,449893,Thomas Gundelund
2450,Vejle Boldklub,453905,Tobias Henriksen
2450,Vejle Boldklub,453931,Zhen'ao Wang
2450,Vejle Boldklub,454657,Lucas From
2450,Vejle Boldklub,454660,Adam Jakobsen
