Team ID,Team name,Player ID,Player name
1943,Randers FC,51668,Kevin Conboy
1943,Randers FC,52101,Mandla Masango
1943,Randers FC,52622,Johnny Thomsen
1943,Randers FC,60724,Erik Marxen
1943,Randers FC,96133,Joel Allansson
1943,Randers FC,102020,Frederik Due
1943,Randers FC,114563,Jannik Skov Hansen
1943,Randers FC,143288,Mikael Boman
1943,Randers FC,144301,Nicolai Poulsen
1943,Randers FC,165718,Andreas Bruhn
1943,Randers FC,167040,Patrik Carlgren
1943,Randers FC,172829,Mikkel Kallesøe
1943,Randers FC,179464,Emil Riis Jakobsen
1943,Randers FC,180662,Jonas Bager
1943,Randers FC,196239,Saba Lobzhanidze
1943,Randers FC,213155,Frederik Lauenborg
1943,Randers FC,229223,Kasper Enghardt
1943,Randers FC,230198,Marcus Mølvadgaard
1943,Randers FC,243784,Jonas Dakir
1943,Randers FC,248635,Lucas Haren
1943,Randers FC,420954,Tobias Damsgaard
1943,Randers FC,446023,Simon Graves
1943,Randers FC,449154,Kasper Waarst Høgh
