Team ID,Team name,Player ID,Player name
239,Brøndby IF,50647,Björn Kopplin
239,Brøndby IF,62825,Paulus Arajuuri
239,Brøndby IF,70017,Dominik Kaiser
239,Brøndby IF,70988,Benedikt Röcker
239,Brøndby IF,71407,Kamil Wilczek
239,Brøndby IF,76008,Johan Larsson
239,Brøndby IF,85310,Ante Erceg
239,Brøndby IF,100399,Benjamin Bellot
239,Brøndby IF,106325,Hjörtur Hermannsson
239,Brøndby IF,107961,Simon Tibbling
239,Brøndby IF,108024,Kevin Mensah
239,Brøndby IF,110927,Anthony Jung
239,Brøndby IF,113993,Lasse Vigen Christensen
239,Brøndby IF,119089,Hany Mukhtar
239,Brøndby IF,128295,Christian Nørgaard
239,Brøndby IF,157685,Mikael Uhre
239,Brøndby IF,157815,Jens Martin Gammelby
239,Brøndby IF,177899,Kasper Fisker
239,Brøndby IF,183095,Marvin Schwäbe
239,Brøndby IF,189664,Gustaf Nilsson
239,Brøndby IF,226955,Casper Hauervig
239,Brøndby IF,226959,Christian Enemark
239,Brøndby IF,226970,Andreas Bruus
239,Brøndby IF,234820,Gregor Sikosek
239,Brøndby IF,235104,Filip Blazek
239,Brøndby IF,235891,Joel Kabongo
239,Brøndby IF,428990,Gregers Arndal-Lauritzen
239,Brøndby IF,445733,Morten Frendrup
