Team ID,Team name,Player ID,Player name
1000,FC Midtjylland,13994,Jakob Poulsen
1000,FC Midtjylland,18150,Tim Sparv
1000,FC Midtjylland,51705,Jesper Hansen
1000,FC Midtjylland,51998,Janus Drachmann
1000,FC Midtjylland,52057,Zsolt Korcsmár
1000,FC Midtjylland,57059,Kian Hansen
1000,FC Midtjylland,61527,Erik Sviatchenko
1000,FC Midtjylland,81461,Dominick Drexler
1000,FC Midtjylland,82062,Rilwan Hassan
1000,FC Midtjylland,82834,Bill Hamid
1000,FC Midtjylland,90883,Marc Dal Hende
1000,FC Midtjylland,95544,Gustav Wikheim
1000,FC Midtjylland,100588,Simon Kroon
1000,FC Midtjylland,147611,Paul Onuachu
1000,FC Midtjylland,150925,Awer Mabil
1000,FC Midtjylland,193046,Mayron George
1000,FC Midtjylland,193182,Kaan Kairinen
1000,FC Midtjylland,197804,Bozhidar Kraev
1000,FC Midtjylland,200069,Mikkel Duelund
1000,FC Midtjylland,204164,Joel Andersson
1000,FC Midtjylland,213294,Artem Dovbyk
1000,FC Midtjylland,213786,Alexander Munksgaard
1000,FC Midtjylland,219009,Mads Døhr Thychosen
1000,FC Midtjylland,228043,Bubacarr Sanneh
1000,FC Midtjylland,228951,Oliver Ottesen
1000,FC Midtjylland,228952,Kristian Riis
1000,FC Midtjylland,228955,Rasmus Nicolaisen
1000,FC Midtjylland,423803,Ayo Simon Okosun
1000,FC Midtjylland,428573,Frederik Brandhof
1000,FC Midtjylland,428580,Frank Onyeka
1000,FC Midtjylland,449213,Nicolas Madsen
1000,FC Midtjylland,454667,Jens-Lys Cajuste
1000,FC Midtjylland,455740,Oliver Olsen
