Team ID,Team name,Player ID,Player name
2289,AC Horsens,39737,Peter Nymann
2289,AC Horsens,39738,Jonas Borring
2289,AC Horsens,52005,Thomas Kortegaard
2289,AC Horsens,68250,Matej Delac
2289,AC Horsens,76230,Hallur Hansson
2289,AC Horsens,85007,Mathias Nielsen
2289,AC Horsens,85686,Lasse Kryger
2289,AC Horsens,165927,Kevin Ray Mendoza Hansen
2289,AC Horsens,208904,Mads Juel Andersen
2289,AC Horsens,210956,Søren Reese
2289,AC Horsens,228058,Sammy Skytte
2289,AC Horsens,233711,Nicolai Dohn
2289,AC Horsens,244164,Frederik Mortensen
2289,AC Horsens,247431,Mikkel Qvist
2289,AC Horsens,423805,Rune Frantsen
2289,AC Horsens,423807,Bjarke Jacobsen
2289,AC Horsens,429888,Tobias Arndal
2289,AC Horsens,434099,Frederik Nørgaard
2289,AC Horsens,435556,Oliver Drost
2289,AC Horsens,446250,Mathias Kristensen
